DATA,SRAG,PNEUMONIA,INSUFICIENCIA RESPIRATORIA,SEPTICEMIA,AVC,CARDIOPATIA,CHOQUE CARDIOPATICO,AVC (COVID),INFARTO (COVID),INFARTO,SUBITA,INDETERMINADA,DEMAIS OBITOS,COVID19
2019-04-30,0.0,13.0,3.0,10.0,7.0,1.0,1.0,0.0,0.0,13.0,0.0,0.0,17.0,0.0
2019-05-01,1.0,12.0,3.0,5.0,6.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,30.0,0.0
2019-05-02,0.0,9.0,3.0,8.0,7.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,23.0,0.0
2019-05-03,0.0,10.0,3.0,8.0,8.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,26.0,0.0
2019-05-04,0.0,15.0,3.0,7.0,5.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,16.0,0.0
2019-05-05,0.0,12.0,3.0,6.0,6.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,24.0,0.0
2019-05-06,0.0,13.0,7.0,14.0,9.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,27.0,0.0
2019-05-07,0.0,8.0,2.0,11.0,13.0,3.0,4.0,0.0,0.0,8.0,1.0,1.0,10.0,0.0
2019-05-08,0.0,11.0,1.0,5.0,11.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,17.0,0.0
2019-05-09,0.0,20.0,3.0,10.0,7.0,1.0,2.0,0.0,0.0,7.0,0.0,0.0,18.0,0.0
2019-05-10,0.0,15.0,0.0,12.0,6.0,0.0,4.0,0.0,0.0,6.0,0.0,1.0,18.0,0.0
2019-05-11,0.0,12.0,3.0,9.0,8.0,2.0,1.0,0.0,0.0,11.0,0.0,0.0,22.0,0.0
2019-05-12,0.0,6.0,2.0,15.0,4.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,25.0,0.0
2019-05-13,0.0,17.0,1.0,14.0,12.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,32.0,0.0
2019-05-14,0.0,17.0,3.0,6.0,13.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,23.0,0.0
2019-05-15,0.0,16.0,7.0,8.0,6.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,18.0,0.0
2019-05-16,1.0,9.0,3.0,11.0,7.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0
2019-05-17,0.0,10.0,4.0,7.0,10.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,31.0,0.0
2019-05-18,0.0,13.0,3.0,10.0,8.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,26.0,0.0
2019-05-19,0.0,15.0,1.0,10.0,5.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,33.0,0.0
2019-05-20,0.0,12.0,2.0,13.0,7.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,23.0,0.0
2019-05-21,0.0,10.0,3.0,6.0,8.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,29.0,0.0
2019-05-22,1.0,11.0,2.0,13.0,6.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,26.0,0.0
2019-05-23,0.0,15.0,4.0,12.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,24.0,0.0
2019-05-24,0.0,8.0,3.0,6.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,22.0,0.0
2019-05-25,0.0,20.0,2.0,11.0,14.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,30.0,0.0
2019-05-26,0.0,14.0,2.0,8.0,9.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,34.0,0.0
2019-05-27,0.0,10.0,2.0,9.0,6.0,3.0,1.0,0.0,0.0,9.0,0.0,0.0,21.0,0.0
2019-05-28,1.0,14.0,4.0,5.0,8.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,22.0,0.0
2019-05-29,0.0,10.0,2.0,8.0,6.0,1.0,1.0,0.0,0.0,10.0,1.0,0.0,25.0,0.0
2019-05-30,0.0,25.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,17.0,0.0
2019-05-31,0.0,17.0,2.0,12.0,8.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,30.0,0.0
2019-06-01,0.0,17.0,8.0,4.0,6.0,2.0,2.0,0.0,0.0,11.0,0.0,0.0,25.0,0.0
2019-06-02,0.0,19.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,19.0,0.0
2019-06-03,1.0,11.0,4.0,12.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0
2019-06-04,0.0,9.0,3.0,9.0,5.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,18.0,0.0
2019-06-05,0.0,11.0,3.0,8.0,6.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,30.0,0.0
2019-06-06,0.0,12.0,3.0,10.0,8.0,1.0,2.0,0.0,0.0,13.0,0.0,0.0,29.0,0.0
2019-06-07,0.0,13.0,2.0,5.0,4.0,2.0,2.0,0.0,0.0,8.0,0.0,0.0,33.0,0.0
2019-06-08,0.0,16.0,3.0,11.0,2.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,32.0,0.0
2019-06-09,0.0,17.0,5.0,5.0,11.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,30.0,0.0
2019-06-10,0.0,12.0,7.0,6.0,4.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,25.0,0.0
2019-06-11,0.0,19.0,4.0,10.0,3.0,1.0,1.0,0.0,0.0,12.0,0.0,0.0,30.0,0.0
2019-06-12,0.0,10.0,5.0,6.0,10.0,2.0,1.0,0.0,0.0,8.0,0.0,0.0,23.0,0.0
2019-06-13,0.0,12.0,2.0,15.0,13.0,3.0,1.0,0.0,0.0,5.0,0.0,0.0,29.0,0.0
2019-06-14,0.0,13.0,2.0,7.0,10.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,30.0,0.0
2019-06-15,0.0,12.0,3.0,13.0,11.0,1.0,1.0,0.0,0.0,13.0,0.0,0.0,20.0,0.0
2019-06-16,0.0,14.0,2.0,6.0,8.0,2.0,3.0,0.0,0.0,13.0,0.0,0.0,20.0,0.0
2019-06-17,0.0,13.0,1.0,4.0,9.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,25.0,0.0
